,flux,lambda_obs,lambda_rest
57268,0.72662294,9454.666639796947,9486.257
57269,0.72171605,9454.82236946862,9486.413
57270,0.72171605,9454.983939002981,9486.575
57271,0.71692187,9455.139668674654,9486.731
57272,0.71296257,9455.295398346327,9486.888
57273,0.71296257,9455.45599457024,9487.049
57274,0.71296257,9455.611724241913,9487.205
57275,0.71296257,9455.772320465827,9487.366
57276,0.71651524,9455.9280501375,9487.522
57277,0.71651524,9456.083779809172,9487.679
57278,0.71084404,9456.245349343533,9487.841
57279,0.71084404,9456.401079015208,9487.997
57280,0.70710164,9456.55680868688,9488.153
57281,0.70958984,9456.717404910794,9488.314
57282,0.70958984,9456.873134582467,9488.471
57283,0.70889026,9457.033730806379,9488.632
57284,0.70889026,9457.189460478054,9488.788
57285,0.69983965,9457.345190149726,9488.944
57286,0.69593775,9457.506759684087,9489.106
57287,0.69593775,9457.66248935576,9489.263
57288,0.69593775,9457.823085579674,9489.424
57289,0.69593775,9457.978815251347,9489.58
57290,0.69579077,9458.13454492302,9489.736
57291,0.69579077,9458.29611445738,9489.898
57292,0.6971197,9458.451844129055,9490.055
57293,0.6971197,9458.607573800728,9490.211
57294,0.6982721,9458.76817002464,9490.372
57295,0.6958675,9458.923899696314,9490.528
57296,0.69781625,9459.084495920226,9490.689
57297,0.7002765,9459.241198902348,9490.847
57298,0.6994909,9459.39692857402,9491.003
57299,0.7067922,9459.557524797934,9491.164
57300,0.7073194,9459.713254469607,9491.32
57301,0.7073194,9459.86898414128,9491.477
57302,0.7073194,9460.03055367564,9491.639
57303,0.7073194,9460.186283347315,9491.795
57304,0.70381904,9460.346879571227,9491.956
57305,0.70381904,9460.5026092429,9492.112
57306,0.70400876,9460.658338914574,9492.269
57307,0.70400876,9460.819908448935,9492.431
57308,0.7044634,9460.975638120608,9492.587
57309,0.7044634,9461.13136779228,9492.743
57310,0.6967034,9461.291964016194,9492.904
57311,0.6856316,9461.447693687867,9493.061
57312,0.6827213,9461.609263222228,9493.223
57313,0.6759438,9461.7649928939,9493.379
57314,0.6759438,9461.920722565574,9493.535
57315,0.6759438,9462.081318789487,9493.696
57316,0.6759438,9462.23704846116,9493.853
57317,0.67185766,9462.39861799552,9494.015
57318,0.67185766,9462.554347667196,9494.171
57319,0.666146,9462.710077338868,9494.327
57320,0.66625273,9462.87164687323,9494.489
57321,0.66625273,9463.027376544902,9494.6455
57322,0.6654772,9463.183106216575,9494.802
57323,0.6654772,9463.343702440488,9494.963
57324,0.6735327,9463.499432112161,9495.119
57325,0.68380827,9463.661001646522,9495.281
57326,0.6816757,9463.816731318197,9495.4375
57327,0.6937082,9463.97246098987,9495.594
57328,0.6937082,9464.13403052423,9495.756
57329,0.6937082,9464.289760195903,9495.912
57330,0.6937082,9464.445489867576,9496.068
57331,0.69456595,9464.60608609149,9496.2295
57332,0.69456595,9464.762789073611,9496.387
57333,0.6974364,9464.923385297523,9496.548
57334,0.69694763,9465.079114969198,9496.704
57335,0.6978673,9465.23484464087,9496.86
57336,0.6987274,9465.396414175231,9497.022
57337,0.6987274,9465.552143846904,9497.179
57338,0.7090381,9465.707873518577,9497.335
57339,0.7090381,9465.869443052938,9497.497
57340,0.72399634,9466.025172724612,9497.653
57341,0.71985745,9466.185768948524,9497.814
57342,0.71985745,9466.342471930646,9497.972
57343,0.71985745,9466.498201602319,9498.128
57344,0.71985745,9466.658797826232,9498.289
57345,0.7254094,9466.815500808352,9498.446
57346,0.7254094,9466.976097032266,9498.607
57347,0.72842896,9467.131826703939,9498.764
57348,0.72842896,9467.287556375613,9498.92
57349,0.72875667,9467.449125909974,9499.082
57350,0.7272957,9467.604855581647,9499.238
57351,0.7272957,9467.76058525332,9499.395
57352,0.7080715,9467.92215478768,9499.557
57353,0.7080715,9468.077884459353,9499.713
57354,0.6939055,9468.239453993716,9499.875
57355,0.6826757,9468.395183665389,9500.031
57356,0.6826757,9468.550913337062,9500.1875
57357,0.6826757,9468.712482871422,9500.35
57358,0.6826757,9468.868212543095,9500.506
57359,0.6755611,9469.023942214768,9500.662
57360,0.6755611,9469.18551174913,9500.824
57361,0.6694159,9469.341241420803,9500.98
57362,0.6694159,9469.501837644715,9501.142
57363,0.6667863,9469.658540626837,9501.299
57364,0.6657479,9469.81427029851,9501.455
57365,0.6657479,9469.97583983287,9501.617
57366,0.6580572,9470.131569504545,9501.773
57367,0.649328,9470.292165728457,9501.935
57368,0.64562416,9470.448868710579,9502.092
57369,0.6488303,9470.604598382251,9502.248
57370,0.6488303,9470.765194606165,9502.409
57371,0.6488303,9470.921897588287,9502.566
57372,0.6488303,9471.07762725996,9502.723
57373,0.64736986,9471.23919679432,9502.885
57374,0.64736986,9471.394926465993,9503.041
57375,0.6505968,9471.555522689907,9503.202
57376,0.6505968,9471.712225672027,9503.359
57377,0.6522323,9471.867955343701,9503.516
57378,0.6562833,9472.029524878062,9503.678
57379,0.66255796,9472.185254549735,9503.834
57380,0.6714186,9472.340984221408,9503.99
57381,0.6793756,9472.502553755769,9504.152
57382,0.68594736,9472.658283427443,9504.309
57383,0.68594736,9472.819852961804,9504.471
57384,0.68594736,9472.975582633477,9504.627
57385,0.68594736,9473.13131230515,9504.783
57386,0.6987492,9473.29288183951,9504.945
57387,0.6987492,9473.448611511183,9505.102
57388,0.7030594,9473.605314493305,9505.259
57389,0.7028441,9473.765910717219,9505.42
57390,0.7028441,9473.921640388891,9505.576
57391,0.7039748,9474.083209923252,9505.738
57392,0.7039748,9474.238939594925,9505.895
57393,0.7036299,9474.395642577047,9506.052
57394,0.70100105,9474.55623880096,9506.213
57395,0.70434934,9474.71294178308,9506.37
57396,0.70270115,9474.873538006994,9506.531
57397,0.70270115,9475.030240989116,9506.688
57398,0.70270115,9475.185970660788,9506.845
57399,0.70270115,9475.34754019515,9507.007
57400,0.6996837,9475.503269866822,9507.163
57401,0.6996837,9475.658999538495,9507.319
57402,0.6971828,9475.820569072856,9507.481
57403,0.6963097,9475.97629874453,9507.638
57404,0.6958277,9476.13786827889,9507.8
57405,0.6929002,9476.293597950564,9507.956
57406,0.6929002,9476.450300932685,9508.113
57407,0.6919389,9476.611870467046,9508.275
57408,0.6919389,9476.767600138719,9508.432
57409,0.6913025,9476.923329810392,9508.588
57410,0.69550925,9477.084899344753,9508.75
57411,0.69550925,9477.240629016427,9508.906
57412,0.69550925,9477.402198550788,9509.068
57413,0.69550925,9477.55792822246,9509.225
57414,0.6956348,9477.714631204582,9509.382
57415,0.6956348,9477.875227428494,9509.543
57416,0.69421446,9478.031930410616,9509.7
57417,0.69421446,9478.187660082289,9509.856
57418,0.6937883,9478.34922961665,9510.019
57419,0.69316167,9478.504959288322,9510.175
57420,0.69316167,9478.666528822685,9510.337
57421,0.69429374,9478.822258494358,9510.493
57422,0.69429374,9478.978961476478,9510.65
57423,0.6982619,9479.14053101084,9510.8125
57424,0.69739777,9479.296260682513,9510.969
57425,0.69739777,9479.457830216874,9511.131
57426,0.69739777,9479.613559888547,9511.287
57427,0.69739777,9479.770262870668,9511.444
57428,0.6944972,9479.93085909458,9511.605
57429,0.6944972,9480.087562076702,9511.763
57430,0.6973793,9480.243291748375,9511.919
57431,0.6973793,9480.404861282737,9512.081
57432,0.69792384,9480.56059095441,9512.237
57433,0.69878995,9480.72216048877,9512.399
57434,0.69878995,9480.878863470893,9512.557
57435,0.7044516,9481.034593142565,9512.713
57436,0.7044516,9481.196162676926,9512.875
57437,0.70774543,9481.351892348599,9513.031
57438,0.7054936,9481.50859533072,9513.188
57439,0.7054936,9481.669191554633,9513.35
57440,0.7054936,9481.825894536754,9513.507
57441,0.7054936,9481.987464071115,9513.669
57442,0.7036031,9482.143193742788,9513.825
57443,0.7036031,9482.298923414462,9513.981
57444,0.70448816,9482.460492948823,9514.144
57445,0.70448816,9482.617195930943,9514.301
57446,0.7029438,9482.772925602618,9514.457
57447,0.70330334,9482.934495136979,9514.619
57448,0.7107745,9483.090224808651,9514.775
57449,0.7141505,9483.251794343012,9514.9375
57450,0.7127794,9483.408497325134,9515.095
57451,0.7126326,9483.564226996807,9515.251
57452,0.7126326,9483.725796531167,9515.413
57453,0.7126326,9483.882499513289,9515.57
57454,0.7126326,9484.043095737201,9515.731
57455,0.71631926,9484.199798719323,9515.889
57456,0.71631926,9484.355528390995,9516.045
57457,0.7219857,9484.517097925356,9516.207
57458,0.7236349,9484.673800907478,9516.364
57459,0.7236349,9484.82953057915,9516.5205
57460,0.7233664,9484.991100113511,9516.683
57461,0.7233664,9485.146829785186,9516.839
57462,0.7210342,9485.308399319547,9517.001
57463,0.7187863,9485.465102301669,9517.158
57464,0.7143908,9485.620831973341,9517.314
57465,0.724769,9485.782401507702,9517.477
57466,0.724769,9485.939104489824,9517.634
57467,0.724769,9486.094834161497,9517.79
57468,0.724769,9486.256403695857,9517.952
57469,0.7277579,9486.41310667798,9518.109
57470,0.7277579,9486.573702901891,9518.2705
57471,0.7233695,9486.730405884013,9518.428
57472,0.7236478,9486.887108866134,9518.585
57473,0.7236478,9487.047705090046,9518.746
57474,0.7214519,9487.204408072168,9518.903
57475,0.7214519,9487.365977606529,9519.065
57476,0.71362066,9487.521707278202,9519.222
57477,0.71362066,9487.678410260323,9519.379
57478,0.7059136,9487.839979794684,9519.541
57479,0.69855034,9487.995709466357,9519.697
57480,0.69855034,9488.152412448479,9519.8545
57481,0.69855034,9488.31398198284,9520.017
57482,0.69855034,9488.469711654512,9520.173
57483,0.6895429,9488.631281188873,9520.335
57484,0.6895429,9488.787984170995,9520.492
57485,0.6918145,9488.943713842667,9520.648
57486,0.6909075,9489.105283377028,9520.811
57487,0.68945414,9489.26198635915,9520.968
57488,0.697305,9489.417716030823,9521.124
57489,0.697305,9489.579285565183,9521.286
57490,0.69602984,9489.735988547305,9521.443
57491,0.69602984,9489.897558081666,9521.605
57492,0.69183373,9490.053287753339,9521.762
57493,0.6956246,9490.20999073546,9521.919
57494,0.6956246,9490.371560269821,9522.081
57495,0.6956246,9490.528263251943,9522.238
57496,0.6956246,9490.683992923616,9522.395
57497,0.6939652,9490.845562457976,9522.557
57498,0.6939652,9491.002265440098,9522.714
57499,0.6914383,9491.163834974459,9522.876
57500,0.6914383,9491.319564646132,9523.032
57501,0.68940216,9491.476267628253,9523.189
57502,0.68522775,9491.637837162614,9523.352
57503,0.68522775,9491.793566834287,9523.508
57504,0.6878428,9491.955136368648,9523.67
57505,0.6878428,9492.11183935077,9523.827
57506,0.6919686,9492.268542332891,9523.984
57507,0.6963998,9492.430111867252,9524.146
57508,0.6963998,9492.585841538925,9524.303
57509,0.6963998,9492.742544521047,9524.46
57510,0.6963998,9492.904114055407,9524.622
57511,0.70389915,9493.05984372708,9524.778
57512,0.70389915,9493.22141326144,9524.94
57513,0.6996106,9493.378116243563,9525.098
57514,0.6996106,9493.534819225684,9525.255
57515,0.70037013,9493.696388760045,9525.417
57516,0.69718045,9493.852118431718,9525.573
57517,0.6974187,9494.00882141384,9525.73
57518,0.69413537,9494.1703909482,9525.893
57519,0.69555426,9494.327093930322,9526.05
57520,0.70047486,9494.488663464683,9526.212
57521,0.70047486,9494.644393136356,9526.368
57522,0.70047486,9494.801096118477,9526.525
57523,0.70047486,9494.962665652838,9526.6875
57524,0.70047486,9495.119368634958,9526.845
57525,0.69807714,9495.275098306633,9527.001
57526,0.69972336,9495.436667840993,9527.163
57527,0.69963306,9495.593370823113,9527.32
57528,0.69963306,9495.754940357476,9527.482
57529,0.7072724,9495.911643339596,9527.64
57530,0.7072724,9496.067373011269,9527.796
57531,0.7021001,9496.228942545631,9527.958
57532,0.69890153,9496.385645527751,9528.115
57533,0.6957331,9496.547215062112,9528.277
57534,0.68742555,9496.703918044233,9528.435
57535,0.68742555,9496.860621026355,9528.592
57536,0.68742555,9497.022190560716,9528.754
57537,0.68742555,9497.177920232389,9528.91
57538,0.68076026,9497.33462321451,9529.067
57539,0.68076026,9497.496192748871,9529.2295
57540,0.67338765,9497.652895730993,9529.387
57541,0.6731903,9497.814465265354,9529.549
57542,0.6731903,9497.971168247474,9529.706
57543,0.66781807,9498.126897919148,9529.862
57544,0.66781807,9498.288467453509,9530.024
57545,0.6720083,9498.445170435629,9530.182
57546,0.6720083,9498.60187341775,9530.339
57547,0.6707992,9498.763442952111,9530.501
57548,0.67572546,9498.920145934233,9530.658
57549,0.67572546,9499.081715468594,9530.82
57550,0.67572546,9499.237445140267,9530.977
57551,0.67572546,9499.394148122388,9531.134
57552,0.678809,9499.555717656749,9531.296
57553,0.678809,9499.71242063887,9531.453
57554,0.6845892,9499.86912362099,9531.61
57555,0.6839758,9500.030693155353,9531.772
57556,0.6860312,9500.187396137473,9531.93
57557,0.6842427,9500.348965671834,9532.092
57558,0.6842427,9500.504695343509,9532.248
57559,0.68943393,9500.661398325628,9532.405
57560,0.68943393,9500.82296785999,9532.567
57561,0.69710684,9500.97967084211,9532.725
57562,0.6937904,9501.141240376472,9532.887
57563,0.6937904,9501.297943358593,9533.044
57564,0.6937904,9501.454646340715,9533.201
57565,0.6937904,9501.616215875076,9533.363
57566,0.7004934,9501.772918857196,9533.5205
57567,0.7004934,9501.92864852887,9533.677
57568,0.702707,9502.091191373678,9533.84
57569,0.702707,9502.246921045351,9533.996
57570,0.7040189,9502.40946389016,9534.159
57571,0.70383435,9502.565193561833,9534.315
57572,0.70383435,9502.721896543955,9534.473
57573,0.6956156,9502.883466078316,9534.635
57574,0.6956156,9503.040169060438,9534.792
57575,0.69011563,9503.196872042558,9534.949
57576,0.68753105,9503.35844157692,9535.111
57577,0.68753105,9503.51514455904,9535.269
57578,0.68753105,9503.6767140934,9535.431
57579,0.68753105,9503.833417075522,9535.588
57580,0.6810128,9503.990120057644,9535.745
57581,0.6810128,9504.151689592005,9535.907
57582,0.6773572,9504.308392574127,9536.064
57583,0.6773572,9504.469962108487,9536.227
57584,0.67522824,9504.626665090607,9536.384
57585,0.6754522,9504.783368072729,9536.541
57586,0.67382073,9504.94493760709,9536.703
57587,0.67386943,9505.101640589211,9536.86
57588,0.6698134,9505.257370260884,9537.017
57589,0.6701716,9505.419913105694,9537.18
57590,0.6701716,9505.575642777367,9537.336
57591,0.6701716,9505.738185622176,9537.499
57592,0.6701716,9505.89391529385,9537.655
57593,0.6701716,9506.05061827597,9537.8125
57594,0.67052144,9506.213161120779,9537.976
57595,0.6688568,9506.368890792452,9538.132
57596,0.66746426,9506.525593774573,9538.289
57597,0.66746426,9506.687163308934,9538.451
57598,0.66683084,9506.843866291056,9538.608
57599,0.66683084,9507.006409135864,9538.771
57600,0.6713951,9507.162138807538,9538.928
57601,0.67330265,9507.318841789658,9539.085
57602,0.67591906,9507.481384634468,9539.248
57603,0.682263,9507.63711430614,9539.404
57604,0.682263,9507.793817288262,9539.562
57605,0.682263,9507.95636013307,9539.725
57606,0.682263,9508.112089804745,9539.881
57607,0.68461406,9508.274632649553,9540.044
57608,0.68461406,9508.431335631674,9540.201
57609,0.68872464,9508.587065303347,9540.357
57610,0.6886672,9508.749608148157,9540.5205
57611,0.6886672,9508.906311130277,9540.678
57612,0.68734694,9509.06788066464,9540.84
57613,0.68734694,9509.22458364676,9540.997
57614,0.6864255,9509.38128662888,9541.154
57615,0.68337274,9509.542856163242,9541.316
57616,0.68470293,9509.699559145363,9541.474
57617,0.68121135,9509.856262127483,9541.631
57618,0.68121135,9510.017831661846,9541.793
57619,0.68121135,9510.174534643966,9541.95
57620,0.68121135,9510.336104178326,9542.112
57621,0.6770586,9510.492807160448,9542.27
57622,0.6770586,9510.64951014257,9542.427
57623,0.6792686,9510.81107967693,9542.589
57624,0.67849195,9510.967782659052,9542.746
57625,0.67876446,9511.124485641172,9542.903
57626,0.6773358,9511.287028485982,9543.066
57627,0.6773358,9511.443731468104,9543.224
57628,0.66640884,9511.605301002464,9543.386
57629,0.66640884,9511.762003984584,9543.543
57630,0.6522309,9511.918706966706,9543.7
57631,0.6478988,9512.080276501067,9543.862
57632,0.6478988,9512.236979483188,9544.02
57633,0.6478988,9512.39368246531,9544.177
57634,0.6478988,9512.55525199967,9544.339
57635,0.6402886,9512.71195498179,9544.496
57636,0.6402886,9512.8744978266,9544.659
57637,0.6236607,9513.031200808722,9544.816
57638,0.6236607,9513.187903790842,9544.974
57639,0.61888814,9513.349473325203,9545.136
57640,0.6180612,9513.506176307324,9545.293
57641,0.6180612,9513.667745841685,9545.455
57642,0.6189079,9513.824448823807,9545.612
57643,0.6189079,9513.981151805929,9545.77
57644,0.6158703,9514.143694650737,9545.933
57645,0.6232692,9514.300397632858,9546.09
57646,0.6232692,9514.45710061498,9546.247
57647,0.6232692,9514.61867014934,9546.409
57648,0.6232692,9514.77537313146,9546.566
57649,0.6248159,9514.936942665823,9546.729
57650,0.6248159,9515.093645647943,9546.886
57651,0.62477887,9515.250348630065,9547.043
57652,0.62477887,9515.412891474874,9547.206
57653,0.6232468,9515.569594456994,9547.363
57654,0.61703974,9515.726297439116,9547.5205
57655,0.61760384,9515.887866973477,9547.683
57656,0.61873037,9516.044569955598,9547.84
57657,0.6246206,9516.20613948996,9548.002
57658,0.63195,9516.362842472081,9548.159
57659,0.63195,9516.52051876465,9548.317
57660,0.63195,9516.68208829901,9548.4795
57661,0.63195,9516.838791281132,9548.637
57662,0.63195,9516.995494263252,9548.794
57663,0.63793296,9517.157063797613,9548.956
57664,0.6434779,9517.313766779735,9549.113
57665,0.6449056,9517.476309624544,9549.276
57666,0.6449056,9517.633012606664,9549.434
57667,0.6483186,9517.789715588786,9549.591
57668,0.6483186,9517.951285123147,9549.753
57669,0.6501754,9518.107988105268,9549.91
57670,0.6503279,9518.270530950076,9550.073
57671,0.6514861,9518.427233932198,9550.23
57672,0.64809346,9518.58393691432,9550.388
57673,0.64809346,9518.74550644868,9550.55
57674,0.64809346,9518.902209430802,9550.707
57675,0.64809346,9519.05988572337,9550.865
57676,0.646491,9519.221455257732,9551.027
57677,0.646491,9519.378158239853,9551.185
57678,0.6508532,9519.539727774214,9551.347
57679,0.6508948,9519.697404066783,9551.505
57680,0.6508948,9519.854107048905,9551.662
57681,0.6572909,9520.015676583265,9551.824
57682,0.6572909,9520.172379565385,9551.981
57683,0.658233,9520.329082547507,9552.139
57684,0.6593117,9520.491625392317,9552.302
57685,0.65207744,9520.648328374436,9552.459
57686,0.6467451,9520.809897908799,9552.621
57687,0.6467451,9520.966600890919,9552.778
57688,0.6467451,9521.124277183488,9552.937
57689,0.6467451,9521.28584671785,9553.099
57690,0.6463676,9521.44254969997,9553.256
57691,0.6463676,9521.60509254478,9553.419
57692,0.65084517,9521.761795526902,9553.576
57693,0.65089566,9521.918498509021,9553.733
57694,0.6524357,9522.080068043382,9553.8955
57695,0.65500784,9522.236771025504,9554.053
57696,0.65500784,9522.394447318073,9554.211
57697,0.6553074,9522.556016852433,9554.373
57698,0.6553074,9522.712719834555,9554.53
57699,0.6514911,9522.875262679365,9554.693
57700,0.6492862,9523.031965661485,9554.851
57701,0.6492862,9523.188668643606,9555.008
57702,0.6492862,9523.351211488416,9555.171
57703,0.6492862,9523.507914470536,9555.328
57704,0.6521638,9523.664617452658,9555.485
57705,0.6521638,9523.826186987018,9555.647
57706,0.64688903,9523.98288996914,9555.805
57707,0.64688903,9524.145432813948,9555.968
57708,0.6473944,9524.30213579607,9556.125
57709,0.6468892,9524.458838778191,9556.282
57710,0.6468892,9524.621381623,9556.445
57711,0.64987963,9524.778084605121,9556.603
57712,0.64987963,9524.934787587243,9556.76
57713,0.6597668,9525.09733043205,9556.923
57714,0.66769576,9525.254033414172,9557.08
57715,0.66769576,9525.415602948533,9557.242
57716,0.66769576,9525.573279241102,9557.4
57717,0.66769576,9525.729982223223,9557.558
57718,0.66923654,9525.891551757584,9557.72
57719,0.66923654,9526.049228050153,9557.878
57720,0.66754097,9526.210797584514,9558.04
57721,0.66754097,9526.367500566635,9558.197
57722,0.66895676,9526.525176859204,9558.355
57723,0.6694819,9526.686746393565,9558.518
57724,0.6743976,9526.843449375687,9558.675
57725,0.6764615,9527.001125668256,9558.833
57726,0.6814332,9527.162695202616,9558.995
57727,0.68848747,9527.319398184738,9559.152
57728,0.6930131,9527.481941029548,9559.315
57729,0.6930131,9527.638644011668,9559.473
57730,0.6930131,9527.79534699379,9559.63
57731,0.6930131,9527.957889838599,9559.793
57732,0.6927544,9528.114592820719,9559.95
57733,0.70169806,9528.27129580284,9560.107
57734,0.7011967,9528.43383864765,9560.2705
57735,0.7011967,9528.59054162977,9560.428
57736,0.70147836,9528.75308447458,9560.591
57737,0.70147836,9528.909787456701,9560.748
57738,0.70852315,9529.066490438821,9560.905
57739,0.7081634,9529.229033283631,9561.068
57740,0.71132433,9529.385736265753,9561.226
57741,0.7079668,9529.542439247873,9561.383
57742,0.7079668,9529.704982092682,9561.546
57743,0.7079668,9529.861685074804,9561.703
57744,0.7079668,9530.024227919612,9561.866
57745,0.71090174,9530.180930901734,9562.023
57746,0.71090174,9530.337633883855,9562.181
57747,0.71595436,9530.500176728663,9562.344
57748,0.7152301,9530.656879710785,9562.501
57749,0.7152301,9530.819422555594,9562.664
57750,0.7173026,9530.976125537714,9562.821
57751,0.7173026,9531.133801830283,9562.9795
57752,0.71244615,9531.295371364646,9563.142
57753,0.7062213,9531.452074346766,9563.299
57754,0.6982406,9531.609750639334,9563.457
57755,0.6912838,9531.771320173697,9563.619
57756,0.6912838,9531.928996466266,9563.777
57757,0.6912838,9532.090566000626,9563.939
57758,0.6912838,9532.248242293195,9564.098
57759,0.6904267,9532.404945275317,9564.255
57760,0.6904267,9532.567488120125,9564.418
57761,0.6859282,9532.724191102247,9564.575
57762,0.68723005,9532.880894084368,9564.732
57763,0.68796766,9533.043436929176,9564.8955
57764,0.6854331,9533.200139911298,9565.053
57765,0.6854331,9533.362682756107,9565.216
57766,0.6737897,9533.519385738227,9565.373
57767,0.6737897,9533.677062030796,9565.531
57768,0.6643171,9533.838631565159,9565.693
57769,0.657822,9533.996307857728,9565.852
57770,0.657822,9534.157877392088,9566.014
57771,0.657822,9534.315553684657,9566.172
57772,0.657822,9534.472256666779,9566.329
57773,0.65985733,9534.634799511587,9566.492
57774,0.65985733,9534.791502493708,9566.649
57775,0.65597963,9534.94820547583,9566.807
57776,0.65597963,9535.110748320638,9566.97
57777,0.6557323,9535.26745130276,9567.127
57778,0.65289056,9535.42999414757,9567.29
57779,0.65289056,9535.58669712969,9567.447
57780,0.66548073,9535.74437342226,9567.605
57781,0.66548073,9535.906916267068,9567.769
57782,0.64090604,9536.06361924919,9567.926
57783,0.642007,9536.220322231311,9568.083
57784,0.642007,9536.382865076119,9568.246
57785,0.642007,9536.53956805824,9568.403
57786,0.642007,9536.702110903048,9568.566
57787,0.64172536,9536.859787195619,9568.725
57788,0.64172536,9537.016490177739,9568.882
57789,0.64519817,9537.179033022549,9569.045
57790,0.64519817,9537.33573600467,9569.202
57791,0.64700395,9537.49243898679,9569.359
57792,0.6532992,9537.6549818316,9569.522
57793,0.6532992,9537.812658124169,9569.681
57794,0.6550149,9537.97422765853,9569.843
57795,0.65882796,9538.131903951098,9570.001
57796,0.66529536,9538.28860693322,9570.158
57797,0.6778969,9538.45114977803,9570.321
57798,0.6778969,9538.60785276015,9570.479
57799,0.6778969,9538.770395604959,9570.642
57800,0.6778969,9538.92709858708,9570.799
57801,0.67274374,9539.08477487965,9570.957
57802,0.67274374,9539.247317724457,9571.12
57803,0.6683289,9539.40402070658,9571.277
57804,0.6683289,9539.561696999148,9571.436
57805,0.66365325,9539.723266533509,9571.598
57806,0.66365325,9539.88094282608,9571.756
57807,0.66359484,9540.043485670887,9571.919
57808,0.6595619,9540.200188653009,9572.076
57809,0.6671554,9540.35689163513,9572.233
57810,0.66989803,9540.519434479938,9572.396
57811,0.66989803,9540.677110772507,9572.555
57812,0.66989803,9540.833813754629,9572.712
57813,0.66989803,9540.996356599439,9572.875
57814,0.6720632,9541.153059581558,9573.032
57815,0.6720632,9541.315602426368,9573.195
57816,0.66972184,9541.473278718937,9573.354
57817,0.67136794,9541.629981701059,9573.511
57818,0.67136794,9541.792524545866,9573.674
57819,0.66722554,9541.949227527988,9573.831
57820,0.66722554,9542.106903820557,9573.989
57821,0.6653169,9542.269446665367,9574.152
57822,0.66425693,9542.426149647488,9574.31
57823,0.6692408,9542.588692492296,9574.473
57824,0.6674309,9542.745395474418,9574.63
57825,0.6674309,9542.903071766987,9574.788
57826,0.6674309,9543.065614611796,9574.951
57827,0.6674309,9543.222317593916,9575.108
57828,0.66736,9543.384860438726,9575.271
57829,0.66736,9543.542536731295,9575.43
57830,0.66759783,9543.699239713416,9575.587
57831,0.66821694,9543.861782558224,9575.75
57832,0.6698636,9544.019458850795,9575.908
57833,0.67212373,9544.176161832915,9576.065
57834,0.67212373,9544.338704677724,9576.229
57835,0.6777737,9544.495407659846,9576.386
57836,0.6777737,9544.657950504654,9576.549
57837,0.68135077,9544.815626797223,9576.707
57838,0.68166816,9544.972329779344,9576.864
57839,0.68166816,9545.134872624154,9577.027
57840,0.68166816,9545.292548916723,9577.186
57841,0.68166816,9545.449251898845,9577.343
57842,0.67941046,9545.611794743652,9577.506
57843,0.67941046,9545.769471036221,9577.664
57844,0.67982554,9545.93201388103,9577.827
57845,0.67982554,9546.088716863153,9577.984
57846,0.6803649,9546.246393155721,9578.143
57847,0.6829414,9546.40893600053,9578.306
57848,0.6829414,9546.56563898265,9578.463
57849,0.68566227,9546.72331527522,9578.621
57850,0.68566227,9546.88585812003,9578.784
57851,0.68269014,9547.042561102151,9578.941
57852,0.6838935,9547.205103946959,9579.1045
57853,0.6838935,9547.362780239528,9579.263
57854,0.6838935,9547.51948322165,9579.42
57855,0.6838935,9547.682026066459,9579.583
57856,0.68560386,9547.839702359028,9579.741
57857,0.68560386,9548.002245203836,9579.904
57858,0.689361,9548.158948185957,9580.062
57859,0.689361,9548.316624478526,9580.22
57860,0.68810076,9548.479167323336,9580.383
57861,0.6874263,9548.635870305458,9580.54
57862,0.6874263,9548.793546598026,9580.698
57863,0.6778045,9548.956089442834,9580.861
57864,0.6778045,9549.112792424956,9581.019
57865,0.6787498,9549.275335269765,9581.182
57866,0.68097097,9549.433011562334,9581.34
57867,0.68097097,9549.589714544454,9581.497
57868,0.68097097,9549.752257389264,9581.66
57869,0.68097097,9549.909933681833,9581.818
57870,0.6818934,9550.067609974401,9581.977
57871,0.6818934,9550.230152819211,9582.14
57872,0.6744507,9550.386855801333,9582.297
57873,0.6744507,9550.54939864614,9582.46
57874,0.67371434,9550.70707493871,9582.618
57875,0.67217124,9550.863777920831,9582.775
57876,0.67358917,9551.02632076564,9582.938
57877,0.67803854,9551.18399705821,9583.097
57878,0.68292844,9551.34653990302,9583.26
57879,0.68325734,9551.504216195588,9583.418
57880,0.68325734,9551.660919177708,9583.575
57881,0.68325734,9551.823462022518,9583.738
57882,0.68325734,9551.981138315086,9583.896
57883,0.6801207,9552.138814607655,9584.055
57884,0.6801207,9552.301357452465,9584.218
57885,0.6824624,9552.458060434587,9584.375
57886,0.6824802,9552.620603279394,9584.538
57887,0.6824802,9552.778279571963,9584.696
57888,0.68394786,9552.935955864534,9584.8545
57889,0.68394786,9553.098498709342,9585.018
57890,0.68611753,9553.255201691463,9585.175
57891,0.6857898,9553.412877984032,9585.333
57892,0.68186295,9553.575420828842,9585.496
57893,0.67854404,9553.73309712141,9585.654
57894,0.67854404,9553.895639966218,9585.817
57895,0.67854404,9554.05234294834,9585.975
57896,0.67854404,9554.210019240909,9586.133
57897,0.6800059,9554.372562085719,9586.296
57898,0.6800059,9554.530238378287,9586.454
57899,0.68261564,9554.686941360409,9586.611
57900,0.6818891,9554.849484205217,9586.774
57901,0.6818891,9555.007160497787,9586.933
57902,0.6825321,9555.169703342595,9587.096
57903,0.6825321,9555.327379635164,9587.254
